Energy;Month;Day;Hour
1,698;1;9;13
1,82;1;9;14
2,545;1;9;15
1,828;1;9;16
1,741;1;9;17
2,984;1;9;18
3,322;1;9;19
2,798;1;9;20
2,752;1;9;21
3,028;1;9;22
2,908;1;9;23
4,181;1;9;24
2,531;1;10;1
1,015;1;10;2
0,715;1;10;3
0,921;1;10;4
1,064;1;10;5
0,898;1;10;6
1,019;1;10;7
1,01;1;10;8
1,628;1;10;9
1,191;1;10;10
0,88;1;10;11
0,658;1;10;12
1,869;1;10;13
1,644;1;10;14
1,913;1;10;15
1,775;1;10;16
2,361;1;10;17
1,706;1;10;18
1,46;1;10;19
1,61;1;10;20
1,744;1;10;21
1,831;1;10;22
2,088;1;10;23
1,496;1;10;24
0,984;1;11;1
0,563;1;11;2
0,865;1;11;3
0,833;1;11;4
0,821;1;11;5
0,818;1;11;6
0,825;1;11;7
0,885;1;11;8
1,038;1;11;9
1,342;1;11;10
1,222;1;11;11
1,091;1;11;12
1,238;1;11;13
1,482;1;11;14
1,319;1;11;15
2,07;1;11;16
1,128;1;11;17
1,454;1;11;18
2,179;1;11;19
2,082;1;11;20
2,012;1;11;21
2,021;1;11;22
2,337;1;11;23
1,937;1;11;24
1,607;1;12;1
0,642;1;12;2
0,784;1;12;3
0,973;1;12;4
0,865;1;12;5
0,852;1;12;6
0,96;1;12;7
0,969;1;12;8
1,948;1;12;9
1,781;1;12;10
1,101;1;12;11
1,894;1;12;12
1,451;1;12;13
1,502;1;12;14
1,639;1;12;15
1,751;1;12;16
1,985;1;12;17
1,499;1;12;18
1,824;1;12;19
1,727;1;12;20
2,184;1;12;21
2,336;1;12;22
2,356;1;12;23
1,958;1;12;24
3,281;1;13;1
1,245;1;13;2
1,186;1;13;3
1,006;1;13;4
1,339;1;13;5
1,171;1;13;6
1,558;1;13;7
1,089;1;13;8
1,43;1;13;9
1,785;1;13;10
1,78;1;13;11
1,643;1;13;12
1,597;1;13;13
1,44;1;13;14
1,537;1;13;15
2,206;1;13;16
2,105;1;13;17
1,905;1;13;18
1,606;1;13;19
1,829;1;13;20
1,993;1;13;21
2,118;1;13;22
2,249;1;13;23
2,097;1;13;24
1,33;1;14;1
1,48;1;14;2
1,372;1;14;3
1,381;1;14;4
1,647;1;14;5
1,306;1;14;6
1,582;1;14;7
1,861;1;14;8
1,647;1;14;9
1,715;1;14;10
1,3;1;14;11
1,36;1;14;12
1,493;1;14;13
2,045;1;14;14
2,871;1;14;15
2,953;1;14;16
2,537;1;14;17
2,617;1;14;18
2,145;1;14;19
2,559;1;14;20
2,248;1;14;21
2,444;1;14;22
2,862;1;14;23
2,838;1;14;24
2,247;1;15;1
1,425;1;15;2
1,159;1;15;3
1,206;1;15;4
1,07;1;15;5
1,203;1;15;6
1,309;1;15;7
1,34;1;15;8
2,348;1;15;9
3,371;1;15;10
2,378;1;15;11
1,856;1;15;12
1,457;1;15;13
2,555;1;15;14
1,79;1;15;15
2,348;1;15;16
2,568;1;15;17
1,93;1;15;18
2,199;1;15;19
1,761;1;15;20
1,761;1;15;21
2,412;1;15;22
3,064;1;15;23
3,09;1;15;24
2,917;1;16;1
2,627;1;16;2
1,467;1;16;3
1,204;1;16;4
1,276;1;16;5
1,319;1;16;6
1,66;1;16;7
1,17;1;16;8
1,687;1;16;9
1,242;1;16;10
2,085;1;16;11
2,526;1;16;12
2,405;1;16;13
2,148;1;16;14
2,073;1;16;15
1,83;1;16;16
1,806;1;16;17
1,892;1;16;18
2,273;1;16;19
2,856;1;16;20
2,649;1;16;21
2,696;1;16;22
2,912;1;16;23
2,468;1;16;24
1,544;1;17;1
1,184;1;17;2
1,617;1;17;3
1,494;1;17;4
1,613;1;17;5
1,476;1;17;6
1,713;1;17;7
1,927;1;17;8
1,996;1;17;9
2,152;1;17;10
1,784;1;17;11
1,655;1;17;12
1,456;1;17;13
1,554;1;17;14
1,914;1;17;15
1,485;1;17;16
2,488;1;17;17
2,554;1;17;18
2,028;1;17;19
2,763;1;17;20
3,03;1;17;21
4,236;1;17;22
3,387;1;17;23
2,745;1;17;24
2,995;1;18;1
1,704;1;18;2
1,208;1;18;3
1,698;1;18;4
1,37;1;18;5
1,359;1;18;6
1,737;1;18;7
2,577;1;18;8
2,8;1;18;9
2,12;1;18;10
2,813;1;18;11
3,148;1;18;12
3,15;1;18;13
2,361;1;18;14
2,303;1;18;15
2,732;1;18;16
1,495;1;18;17
1,758;1;18;18
1,948;1;18;19
2,012;1;18;20
2,389;1;18;21
3,08;1;18;22
2,844;1;18;23
3,022;1;18;24
2,417;1;19;1
1,447;1;19;2
1,331;1;19;3
1,622;1;19;4
1,625;1;19;5
1,52;1;19;6
1,728;1;19;7
1,53;1;19;8
1,863;1;19;9
2,373;1;19;10
1,916;1;19;11
2,165;1;19;12
1,69;1;19;13
1,937;1;19;14
1,707;1;19;15
2,003;1;19;16
1,896;1;19;17
1,175;1;19;18
1,327;1;19;19
1,14;1;19;20
2,949;1;19;21
2,368;1;19;22
2,523;1;19;23
1,961;1;19;24
1,675;1;20;1
1,334;1;20;2
1,544;1;20;3
1,74;1;20;4
1,351;1;20;5
1,678;1;20;6
1,618;1;20;7
1,612;1;20;8
2,346;1;20;9
2,618;1;20;10
2,259;1;20;11
3,172;1;20;12
2,749;1;20;13
2,449;1;20;14
2,166;1;20;15
2,067;1;20;16
1,379;1;20;17
1,673;1;20;18
1,568;1;20;19
1,634;1;20;20
2,092;1;20;21
2,762;1;20;22
2,535;1;20;23
1,761;1;20;24
1,397;1;21;1
1,022;1;21;2
1,278;1;21;3
1,195;1;21;4
1,109;1;21;5
1,199;1;21;6
1,486;1;21;7
1,189;1;21;8
1,726;1;21;9
1,876;1;21;10
2,331;1;21;11
2,472;1;21;12
2,18;1;21;13
1,962;1;21;14
2,276;1;21;15
2,559;1;21;16
2,31;1;21;17
1,819;1;21;18
1,982;1;21;19
2,462;1;21;20
2,913;1;21;21
3,565;1;21;22
3,599;1;21;23
4,491;1;21;24
3,656;1;22;1
1,563;1;22;2
0,987;1;22;3
1,121;1;22;4
0,96;1;22;5
1,085;1;22;6
1,26;1;22;7
1,113;1;22;8
1,482;1;22;9
2,16;1;22;10
1,831;1;22;11
1,317;1;22;12
1,392;1;22;13
1,657;1;22;14
2,191;1;22;15
2,783;1;22;16
2,614;1;22;17
2,412;1;22;18
2,592;1;22;19
2,301;1;22;20
2,752;1;22;21
3,235;1;22;22
3,313;1;22;23
3,25;1;22;24
2,523;1;23;1
0,904;1;23;2
1,097;1;23;3
0,8;1;23;4
1,01;1;23;5
1,001;1;23;6
1,144;1;23;7
0,97;1;23;8
1,292;1;23;9
1,843;1;23;10
2,301;1;23;11
2,179;1;23;12
3,33;1;23;13
3,349;1;23;14
3,669;1;23;15
3,419;1;23;16
3,562;1;23;17
3,55;1;23;18
3,235;1;23;19
2,926;1;23;20
2,292;1;23;21
2,378;1;23;22
2,138;1;23;23
2,357;1;23;24
1,616;1;24;1
1,049;1;24;2
0,919;1;24;3
1,184;1;24;4
0,936;1;24;5
1,224;1;24;6
1,065;1;24;7
1,272;1;24;8
1,363;1;24;9
1,332;1;24;10
1,361;1;24;11
1,186;1;24;12
1,418;1;24;13
3,816;1;24;14
3,622;1;24;15
3,991;1;24;16
4,305;1;24;17
3,283;1;24;18
3,107;1;24;19
2,606;1;24;20
2,323;1;24;21
2,524;1;24;22
2,263;1;24;23
3,996;1;24;24
1,276;1;25;1
1,084;1;25;2
0,923;1;25;3
0,909;1;25;4
1,037;1;25;5
0,929;1;25;6
1,115;1;25;7
1,041;1;25;8
1,307;1;25;9
1,268;1;25;10
2,088;1;25;11
2,187;1;25;12
1,853;1;25;13
2,18;1;25;14
2,628;1;25;15
3,01;1;25;16
2,305;1;25;17
2,676;1;25;18
1,84;1;25;19
3,172;1;25;20
3,07;1;25;21
3,956;1;25;22
3,942;1;25;23
3,455;1;25;24
2,248;1;26;1
1,749;1;26;2
1,582;1;26;3
1,724;1;26;4
1,737;1;26;5
1,618;1;26;6
2,439;1;26;7
2,009;1;26;8
2,715;1;26;9
3,277;1;26;10
3,002;1;26;11
3,486;1;26;12
3,159;1;26;13
3,578;1;26;14
2,922;1;26;15
2,768;1;26;16
2,634;1;26;17
1,937;1;26;18
1,874;1;26;19
1,769;1;26;20
2,921;1;26;21
3,329;1;26;22
3,43;1;26;23
2,818;1;26;24
2,504;1;27;1
1,792;1;27;2
0,83;1;27;3
1,102;1;27;4
0,919;1;27;5
0,838;1;27;6
1,249;1;27;7
0,923;1;27;8
1,186;1;27;9
1,383;1;27;10
1,165;1;27;11
1,141;1;27;12
1,968;1;27;13
2,01;1;27;14
2,588;1;27;15
2,916;1;27;16
2,366;1;27;17
2,051;1;27;18
2,044;1;27;19
2,091;1;27;20
2,119;1;27;21
4,088;1;27;22
3,56;1;27;23
4,429;1;27;24
2,664;1;28;1
2,431;1;28;2
1,671;1;28;3
1,522;1;28;4
1,291;1;28;5
1,36;1;28;6
1,8;1;28;7
1,847;1;28;8
1,52;1;28;9
1,13;1;28;10
1,322;1;28;11
1,926;1;28;12
1,551;1;28;13
1,626;1;28;14
1,025;1;28;15
2,026;1;28;16
2,499;1;28;17
2,34;1;28;18
1,792;1;28;19
1,945;1;28;20
1,892;1;28;21
2,574;1;28;22
2,506;1;28;23
2,341;1;28;24
1,138;1;29;1
0,747;1;29;2
0,841;1;29;3
0,947;1;29;4
0,929;1;29;5
0,966;1;29;6
1,002;1;29;7
0,932;1;29;8
1,202;1;29;9
2,211;1;29;10
1,801;1;29;11
0,687;1;29;12
1,005;1;29;13
0,885;1;29;14
1,35;1;29;15
1,995;1;29;16
2,148;1;29;17
2,093;1;29;18
2,219;1;29;19
1,904;1;29;20
1,943;1;29;21
2,359;1;29;22
2,131;1;29;23
2,199;1;29;24
2,056;1;30;1
1,982;1;30;2
2,107;1;30;3
1,775;1;30;4
2,031;1;30;5
1,89;1;30;6
2,01;1;30;7
1,865;1;30;8
1,861;1;30;9
2,027;1;30;10
2,142;1;30;11
2,349;1;30;12
2,433;1;30;13
2,168;1;30;14
2,507;1;30;15
2,346;1;30;16
2,288;1;30;17
1,583;1;30;18
1,576;1;30;19
1,576;1;30;20
2,1;1;30;21
2,99;1;30;22
2,883;1;30;23
2,246;1;30;24
0,785;1;31;1
0,646;1;31;2
0,658;1;31;3
0,819;1;31;4
0,84;1;31;5
0,915;1;31;6
0,827;1;31;7
0,882;1;31;8
0,813;1;31;9
1,663;1;31;10
0,982;1;31;11
1,088;1;31;12
0,98;1;31;13
1,011;1;31;14
1,643;1;31;15
1,806;1;31;16
1,292;1;31;17
1,049;1;31;18
1,351;1;31;19
1,654;1;31;20
2,417;1;31;21
4,283;1;31;22
3,988;1;31;23
3,401;1;31;24
3,102;2;1;1
1,853;2;1;2
1,386;2;1;3
1,439;2;1;4
1,228;2;1;5
1,223;2;1;6
1,402;2;1;7
2,141;2;1;8
3,026;2;1;9
1,809;2;1;10
1,042;2;1;11
1,141;2;1;12
1,048;2;1;13
1,101;2;1;14
2,068;2;1;15
1,581;2;1;16
1,386;2;1;17
1,427;2;1;18
1,531;2;1;19
1,269;2;1;20
2,003;2;1;21
1,698;2;1;22
1,377;2;1;23
1,279;2;1;24
0,868;2;2;1
0,794;2;2;2
0,967;2;2;3
0,77;2;2;4
0,854;2;2;5
0,787;2;2;6
0,895;2;2;7
2,19;2;2;8
2,025;2;2;9
1,767;2;2;10
2,065;2;2;11
1,403;2;2;12
1,373;2;2;13
1,135;2;2;14
1,155;2;2;15
1,006;2;2;16
1,018;2;2;17
1,17;2;2;18
0,906;2;2;19
0,901;2;2;20
1,464;2;2;21
1,982;2;2;22
1,927;2;2;23
1,033;2;2;24
0,804;2;3;1
0,702;2;3;2
0,681;2;3;3
0,935;2;3;4
0,769;2;3;5
0,776;2;3;6
0,865;2;3;7
0,749;2;3;8
1,329;2;3;9
0,9;2;3;10
1,587;2;3;11
1,591;2;3;12
0,609;2;3;13
0,632;2;3;14
0,63;2;3;15
0,66;2;3;16
0,552;2;3;17
0,558;2;3;18
0,57;2;3;19
0,499;2;3;20
0,594;2;3;21
0,609;2;3;22
2,903;2;3;23
1,899;2;3;24
0,666;2;4;1
0,661;2;4;2
0,717;2;4;3
0,836;2;4;4
0,789;2;4;5
0,709;2;4;6
0,805;2;4;7
0,743;2;4;8
1,067;2;4;9
1,09;2;4;10
1,076;2;4;11
1,156;2;4;12
1,303;2;4;13
1,108;2;4;14
2,56;2;4;15
3,32;2;4;16
1,799;2;4;17
1,657;2;4;18
1,638;2;4;19
1,598;2;4;20
1,824;2;4;21
1,66;2;4;22
1,731;2;4;23
2,827;2;4;24
1,062;2;5;1
0,532;2;5;2
0,591;2;5;3
0,626;2;5;4
0,585;2;5;5
0,654;2;5;6
0,506;2;5;7
0,473;2;5;8
1,015;2;5;9
0,592;2;5;10
0,716;2;5;11
1,551;2;5;12
1,562;2;5;13
0,914;2;5;14
1,162;2;5;15
1,633;2;5;16
1,327;2;5;17
1,017;2;5;18
0,994;2;5;19
0,692;2;5;20
0,871;2;5;21
1,619;2;5;22
1,366;2;5;23
1,281;2;5;24
1,314;2;6;1
1,767;2;6;2
1,014;2;6;3
0,859;2;6;4
0,719;2;6;5
0,805;2;6;6
0,851;2;6;7
0,645;2;6;8
1,004;2;6;9
1,06;2;6;10
0,951;2;6;11
1,502;2;6;12
1,169;2;6;13
1,728;2;6;14
2,389;2;6;15
2,4;2;6;16
1,704;2;6;17
1,826;2;6;18
1,946;2;6;19
2,243;2;6;20
2,371;2;6;21
1,959;2;6;22
1,879;2;6;23
1,448;2;6;24
0,636;2;7;1
0,839;2;7;2
0,684;2;7;3
0,829;2;7;4
0,874;2;7;5
0,741;2;7;6
0,705;2;7;7
0,87;2;7;8
1,7;2;7;9
3,066;2;7;10
1,838;2;7;11
0,808;2;7;12
1,431;2;7;13
0,912;2;7;14
2,046;2;7;15
1,711;2;7;16
1,203;2;7;17
0,936;2;7;18
1,162;2;7;19
0,985;2;7;20
1,375;2;7;21
1,429;2;7;22
1,289;2;7;23
1,547;2;7;24
0,63;2;8;1
0,69;2;8;2
0,607;2;8;3
0,58;2;8;4
0,426;2;8;5
0,685;2;8;6
0,553;2;8;7
0,492;2;8;8
1,873;2;8;9
1,567;2;8;10
1,213;2;8;11
0,993;2;8;12
0,917;2;8;13
0,907;2;8;14
1,969;2;8;15
1,695;2;8;16
1,475;2;8;17
1,096;2;8;18
1,111;2;8;19
1,26;2;8;20
1,712;2;8;21
1,69;2;8;22
2,461;2;8;23
1,871;2;8;24
1,574;2;9;1
0,912;2;9;2
1,11;2;9;3
0,782;2;9;4
1,07;2;9;5
1,08;2;9;6
0,769;2;9;7
1,427;2;9;8
1,502;2;9;9
0,791;2;9;10
0,927;2;9;11
1,057;2;9;12
0,743;2;9;13
2,138;2;9;14
2,594;2;9;15
2,176;2;9;16
1,996;2;9;17
1,234;2;9;18
1,308;2;9;19
1,241;2;9;20
1,413;2;9;21
1,641;2;9;22
2,384;2;9;23
2,518;2;9;24
1,135;2;10;1
0,544;2;10;2
0,728;2;10;3
0,576;2;10;4
0,524;2;10;5
0,673;2;10;6
0,53;2;10;7
0,975;2;10;8
1,328;2;10;9
1,626;2;10;10
0,792;2;10;11
0,716;2;10;12
0,854;2;10;13
0,821;2;10;14
1,303;2;10;15
1,587;2;10;16
1,097;2;10;17
1,016;2;10;18
1,095;2;10;19
1,038;2;10;20
2,139;2;10;21
2,014;2;10;22
2,409;2;10;23
2,05;2;10;24
1,396;2;11;1
0,499;2;11;2
0,495;2;11;3
0,47;2;11;4
0,723;2;11;5
0,512;2;11;6
0,467;2;11;7
0,453;2;11;8
0,742;2;11;9
0,675;2;11;10
0,71;2;11;11
0,569;2;11;12
0,866;2;11;13
1,468;2;11;14
1,201;2;11;15
1,198;2;11;16
0,891;2;11;17
0,877;2;11;18
2,012;2;11;19
1,771;2;11;20
2,084;2;11;21
2,059;2;11;22
1,829;2;11;23
1,857;2;11;24
2,538;2;12;1
1,521;2;12;2
1,066;2;12;3
0,905;2;12;4
0,612;2;12;5
1,426;2;12;6
1,108;2;12;7
0,602;2;12;8
1,0;2;12;9
1,145;2;12;10
1,177;2;12;11
2,389;2;12;12
2,051;2;12;13
2,324;2;12;14
2,187;2;12;15
1,765;2;12;16
1,823;2;12;17
1,155;2;12;18
1,738;2;12;19
1,729;2;12;20
2,415;2;12;21
2,346;2;12;22
2,595;2;12;23
3,216;2;12;24
0,873;2;13;1
0,505;2;13;2
0,518;2;13;3
0,656;2;13;4
0,494;2;13;5
0,459;2;13;6
0,448;2;13;7
0,715;2;13;8
0,692;2;13;9
0,752;2;13;10
0,791;2;13;11
0,927;2;13;12
0,672;2;13;13
1,594;2;13;14
1,383;2;13;15
1,483;2;13;16
1,864;2;13;17
1,398;2;13;18
1,343;2;13;19
0,906;2;13;20
1,266;2;13;21
1,522;2;13;22
1,617;2;13;23
1,082;2;13;24
1,355;2;14;1
0,622;2;14;2
0,604;2;14;3
0,54;2;14;4
0,513;2;14;5
0,518;2;14;6
0,45;2;14;7
0,472;2;14;8
0,785;2;14;9
0,612;2;14;10
0,676;2;14;11
0,712;2;14;12
1,076;2;14;13
0,832;2;14;14
1,329;2;14;15
1,83;2;14;16
1,243;2;14;17
1,307;2;14;18
0,948;2;14;19
1,435;2;14;20
1,934;2;14;21
2,36;2;14;22
2,223;2;14;23
2,014;2;14;24
2,47;2;15;1
0,765;2;15;2
0,584;2;15;3
0,512;2;15;4
0,477;2;15;5
0,549;2;15;6
0,679;2;15;7
0,46;2;15;8
0,89;2;15;9
2,563;2;15;10
1,553;2;15;11
1,852;2;15;12
1,749;2;15;13
2,008;2;15;14
2,686;2;15;15
2,654;2;15;16
2,517;2;15;17
2,636;2;15;18
1,976;2;15;19
2,583;2;15;20
2,574;2;15;21
2,378;2;15;22
3,231;2;15;23
3,302;2;15;24
1,682;2;16;1
1,724;2;16;2
1,566;2;16;3
0,763;2;16;4
1,152;2;16;5
1,659;2;16;6
0,939;2;16;7
1,28;2;16;8
1,0;2;16;9
1,086;2;16;10
1,284;2;16;11
1,366;2;16;12
1,025;2;16;13
1,232;2;16;14
1,157;2;16;15
1,668;2;16;16
1,72;2;16;17
1,642;2;16;18
1,835;2;16;19
1,692;2;16;20
1,917;2;16;21
3,004;2;16;22
4,026;2;16;23
4,3;2;16;24
2,83;2;17;1
0,909;2;17;2
0,953;2;17;3
0,692;2;17;4
0,944;2;17;5
0,728;2;17;6
0,56;2;17;7
0,83;2;17;8
1,502;2;17;9
0,797;2;17;10
1,542;2;17;11
1,661;2;17;12
1,128;2;17;13
1,717;2;17;14
1,479;2;17;15
1,371;2;17;16
1,238;2;17;17
1,509;2;17;18
2,004;2;17;19
2,279;2;17;20
2,49;2;17;21
2,553;2;17;22
3,571;2;17;23
2,81;2;17;24
0,66;2;18;1
0,695;2;18;2
0,519;2;18;3
0,652;2;18;4
0,544;2;18;5
0,518;2;18;6
0,412;2;18;7
0,974;2;18;8
1,445;2;18;9
0,553;2;18;10
0,982;2;18;11
1,205;2;18;12
0,976;2;18;13
1,287;2;18;14
1,168;2;18;15
1,546;2;18;16
0,925;2;18;17
1,386;2;18;18
1,863;2;18;19
1,378;2;18;20
1,488;2;18;21
2,392;2;18;22
2,112;2;18;23
1,621;2;18;24
1,715;2;19;1
2,038;2;19;2
0,674;2;19;3
0,454;2;19;4
0,552;2;19;5
0,675;2;19;6
0,399;2;19;7
0,491;2;19;8
1,135;2;19;9
1,304;2;19;10
1,346;2;19;11
2,288;2;19;12
2,012;2;19;13
1,414;2;19;14
1,813;2;19;15
2,23;2;19;16
1,902;2;19;17
1,554;2;19;18
1,794;2;19;19
1,526;2;19;20
2,061;2;19;21
2,553;2;19;22
1,702;2;19;23
1,688;2;19;24
1,827;2;20;1
1,539;2;20;2
1,525;2;20;3
1,505;2;20;4
1,441;2;20;5
1,598;2;20;6
1,517;2;20;7
1,479;2;20;8
1,735;2;20;9
0,971;2;20;10
1,418;2;20;11
1,148;2;20;12
1,86;2;20;13
0,819;2;20;14
1,564;2;20;15
1,654;2;20;16
1,56;2;20;17
1,134;2;20;18
0,929;2;20;19
1,325;2;20;20
1,196;2;20;21
1,624;2;20;22
2,277;2;20;23
2,522;2;20;24
1,053;2;21;1
0,64;2;21;2
0,555;2;21;3
0,538;2;21;4
0,523;2;21;5
0,51;2;21;6
0,693;2;21;7
0,556;2;21;8
1,051;2;21;9
3,283;2;21;10
1,5;2;21;11
0,719;2;21;12
0,723;2;21;13
1,198;2;21;14
1,366;2;21;15
1,481;2;21;16
0,995;2;21;17
1,132;2;21;18
1,452;2;21;19
1,887;2;21;20
3,177;2;21;21
3,001;2;21;22
3,747;2;21;23
3,341;2;21;24
1,454;2;22;1
1,239;2;22;2
0,878;2;22;3
0,571;2;22;4
0,698;2;22;5
0,507;2;22;6
0,382;2;22;7
0,878;2;22;8
1,587;2;22;9
0,63;2;22;10
2,026;2;22;11
2,068;2;22;12
1,776;2;22;13
1,608;2;22;14
1,356;2;22;15
1,636;2;22;16
0,836;2;22;17
0,925;2;22;18
0,666;2;22;19
0,889;2;22;20
1,49;2;22;21
1,363;2;22;22
1,563;2;22;23
1,98;2;22;24
1,447;2;23;1
0,903;2;23;2
0,479;2;23;3
0,535;2;23;4
0,655;2;23;5
0,48;2;23;6
0,432;2;23;7
0,496;2;23;8
0,843;2;23;9
1,268;2;23;10
1,618;2;23;11
1,997;2;23;12
1,696;2;23;13
1,657;2;23;14
1,477;2;23;15
1,675;2;23;16
1,352;2;23;17
0,72;2;23;18
1,364;2;23;19
1,686;2;23;20
1,96;2;23;21
2,126;2;23;22
1,967;2;23;23
2,201;2;23;24
1,767;2;24;1
0,518;2;24;2
0,659;2;24;3
0,488;2;24;4
0,602;2;24;5
0,676;2;24;6
0,501;2;24;7
0,49;2;24;8
0,963;2;24;9
0,856;2;24;10
1,307;2;24;11
2,493;2;24;12
3,109;2;24;13
3,024;2;24;14
1,752;2;24;15
1,604;2;24;16
1,779;2;24;17
0,984;2;24;18
1,06;2;24;19
1,802;2;24;20
2,431;2;24;21
2,227;2;24;22
2,395;2;24;23
1,676;2;24;24
0,587;2;25;1
0,718;2;25;2
0,593;2;25;3
0,489;2;25;4
0,711;2;25;5
0,53;2;25;6
0,572;2;25;7
0,503;2;25;8
0,828;2;25;9
1,96;2;25;10
2,465;2;25;11
2,233;2;25;12
2,601;2;25;13
3,028;2;25;14
2,378;2;25;15
1,71;2;25;16
1,17;2;25;17
1,428;2;25;18
1,389;2;25;19
1,514;2;25;20
1,263;2;25;21
2,202;2;25;22
2,361;2;25;23
1,551;2;25;24
0,9;2;26;1
1,062;2;26;2
0,751;2;26;3
0,887;2;26;4
0,776;2;26;5
0,889;2;26;6
0,98;2;26;7
0,953;2;26;8
1,152;2;26;9
2,428;2;26;10
1,674;2;26;11
1,17;2;26;12
1,131;2;26;13
1,591;2;26;14
2,013;2;26;15
1,875;2;26;16
1,924;2;26;17
2,13;2;26;18
1,812;2;26;19
1,104;2;26;20
2,072;2;26;21
1,887;2;26;22
1,991;2;26;23
1,574;2;26;24
1,435;2;27;1
1,047;2;27;2
0,792;2;27;3
1,049;2;27;4
0,899;2;27;5
0,94;2;27;6
0,916;2;27;7
0,935;2;27;8
0,981;2;27;9
1,688;2;27;10
1,95;2;27;11
2,267;2;27;12
2,446;2;27;13
2,097;2;27;14
1,788;2;27;15
1,828;2;27;16
1,228;2;27;17
1,12;2;27;18
1,264;2;27;19
1,222;2;27;20
1,346;2;27;21
1,766;2;27;22
1,951;2;27;23
1,314;2;27;24
0,714;2;28;1
0,717;2;28;2
0,712;2;28;3
0,519;2;28;4
0,614;2;28;5
